,Position,Edge,Path,Total
493,529,111,10,650
494,528,111,10,649
495,529,110,11,650
496,528,110,12,650
497,526,110,12,648
498,524,110,12,646
499,526,106,12,644
500,525,106,12,643
501,521,109,12,642
502,519,108,12,639
503,513,106,12,631
504,512,103,12,627
505,510,104,12,626
506,509,103,12,624
507,507,103,12,622
508,508,102,12,622
509,507,102,12,621
510,505,101,12,618
511,502,101,12,615
512,501,101,12,614
513,501,99,11,611
514,501,98,11,610
515,496,97,12,605
516,495,97,11,603
517,494,97,11,602
518,493,97,11,601
519,493,95,11,599
520,496,92,11,599
521,492,92,10,594
522,487,93,10,590
523,487,90,9,586
524,492,86,8,586
525,486,90,8,584
526,485,90,8,583
527,484,90,8,582
528,481,90,8,579
529,481,89,8,578
530,480,89,8,577
531,480,88,8,576
532,477,90,10,577
533,476,90,10,576
534,475,90,10,575
535,472,90,10,572
536,477,87,10,574
537,472,90,12,574
538,472,89,12,573
539,471,88,12,571
540,471,87,12,570
541,469,86,12,567
542,465,86,12,563
543,463,86,12,561
544,462,87,13,562
545,463,86,13,562
546,461,87,13,561
547,461,88,14,563
548,460,88,14,562
549,461,88,13,562
550,462,85,13,560
551,460,86,13,559
552,461,84,13,558
553,460,82,13,555
554,461,82,13,556
555,461,81,13,555
556,459,81,13,553
557,458,81,13,552
558,457,81,13,551
559,451,83,11,545
560,450,83,11,544
561,446,85,10,541
562,444,85,10,539
563,440,80,11,531
564,440,79,11,530
565,436,80,10,526
566,437,78,10,525
567,436,78,10,524
568,436,77,10,523
569,436,76,11,523
570,435,74,11,520
571,435,73,11,519
572,427,75,10,512
573,427,73,9,509
574,425,70,9,504
575,424,70,9,503
576,421,66,9,496
577,423,63,9,495
578,422,63,9,494
579,423,60,9,492
580,422,60,9,491
581,421,60,9,490
582,421,61,9,491
583,421,60,9,490
584,423,57,9,489
585,422,57,9,488
586,425,53,9,487
587,422,53,8,483
588,418,54,8,480
589,416,53,8,477
590,415,52,7,474
591,415,50,7,472
592,412,51,7,470
593,412,50,7,469
594,412,51,7,470
595,410,50,6,466
